Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.965329,12.211,14.529,1,2,6,1.64,0.083,0.606,0.019,0.93,0.381,6.065
0.802612,4.96724,8.527,1,2,20.8,1.847,0.111,0.721,0.032,0.981,0.7,3.693
0.66628,7.22555,10.886,1,2,18.6,2.069,0.098,0.928,0.019,1.022,0.436,2.947
0.786532,2.67177,9.507,1,2,32.8,2.52,0.228,1.193,0.035,1.061,0.518,2.349
0.785038,0.858096,6.837,1,2,22.8,1.88,0.123,0.754,0.031,0.97,0.373,2.068
0.991536,1.86231,6.397,1,2,10.4,1.543,0.085,0.498,0.019,0.94,0.416,2.322
0.743926,396.096,7.384,1,2,20.2,1.725,0.131,0.687,0.024,0.881,0.432,2.041
0.971245,1.59387,7.259,1,2,24.8,1.891,0.124,0.764,0.026,0.975,0.433,2.308
0.882364,131.693,6.974,1,2,30.6,2.005,0.113,0.923,0.031,0.937,0.401,2.238
0.855142,114.659,6.719,1,2,24.2,1.862,0.112,0.821,0.026,0.901,0.396,2.189
0.705976,415.593,7.312,1,2,28.8,2.23,0.113,0.915,0.043,1.156,0.435,2.198
0.870933,1.9633,7.098,1,2,33.2,1.927,0.116,0.916,0.03,0.863,0.429,2.31
0.923744,0.0238763,7.818,1,2,15.6,1.631,0.096,0.57,0.025,0.937,0.446,3.191
0.857255,0.328102,6.846,1,2,21,1.932,0.109,0.758,0.026,1.038,0.448,1.983
0.868995,170.082,7.905,1,2,31.2,1.945,0.131,0.828,0.031,0.952,0.439,2.326
0.834023,237.06,6.988,1,2,28,1.852,0.112,0.824,0.025,0.889,0.419,2.153
0.822456,0.927667,7.181,1,2,26.2,1.779,0.11,0.705,0.024,0.938,0.432,2.319
0.743747,4.14312,6.623,1,2,17.4,1.813,0.095,0.75,0.023,0.943,0.413,2.125
0.446996,288.614,7.071,1,2,34.8,2.131,0.117,0.836,0.045,1.13,0.44,2.014
