Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
2.06048,11.1888,12.3704,4.95548,1.10257,2.85184,4.12099
0.0985247,13.5368,10.1006,4.53977,1.05238,5.52735,1.84054
1.00056,10.4928,11.2873,4.61452,1.0665,2.64129,4.1072
0.758332,11.4715,13.0987,5.17606,1.13199,2.81814,2.85444
0.092717,9.2951,5.44403,3.06206,1.04141,3.02427,5.52284
0.0829883,11.2075,12.5357,4.96952,1.06389,2.85195,2.10555
0.184393,16.9334,24.6411,8.76398,1.23923,3.88729,2.05066
0.093475,16.9491,20.6961,7.97993,1.16956,4.62671,1.23505
0.121193,16.708,17.7851,7.12607,1.1453,5.35553,0.905386
0.171846,11.9353,10.9695,4.75853,1.08277,3.55133,2.08463
0.116493,12.5454,13.6864,5.56891,1.07694,3.48215,3.07932
0.126605,17.3156,24.6698,8.49947,1.23323,4.79362,1.96529
0.100001,19.564,20.1129,7.79423,1.1195,7.63882,2.56277
0.100629,14.4903,15.9639,6.67365,1.13549,3.6605,1.56065
0.0938636,16.1753,18.6046,7.27344,1.15788,4.7449,7.86325
0.318199,10.6342,11.7793,4.78231,1.06428,2.60435,2.27011
0.0908927,10.5712,6.81871,3.51309,1.03259,3.8114,5.20068
0.124346,16.1003,16.7888,6.63958,1.03609,5.65575,1.85915
0.110059,15.9488,17.4867,6.83655,1.05909,5.24938,3.74577
0.916427,13.3071,14.7183,5.98876,1.12336,3.60414,14.1743
0.0861611,11.0381,9.42886,4.12653,1.06421,3.61785,8.77776
0.0950994,16.2259,16.9008,6.78964,1.09482,5.46087,1.86439
0.291846,13.9902,18.6793,6.85737,1.19784,3.27617,2.06715
0.173788,18.3609,7.35963,4.05517,1.04465,10.4552,11.5222
0.349589,11.5278,13.7976,5.34235,1.04596,2.96295,5.0092
1.04541,12.0398,14.8708,5.81691,1.09041,2.72886,9.53598
0.571113,10.5276,9.04337,4.08437,1.07883,3.09221,12.9015
0.171446,16.8972,11.7159,5.35602,1.03721,7.76668,10.7847
0.0915589,11.7823,10.9519,4.76327,1.03901,3.53544,10.6446
0.413285,11.2321,13.0317,5.14958,1.08492,2.75826,5.04257
0.0874946,15.0814,17.1702,6.97802,1.17735,3.81619,1.33955
1.2399,10.9497,8.94358,4.1681,1.05322,3.33633,17.9685
0.0916866,15.8137,17.3793,6.97007,1.14406,4.67734,4.47379
0.0981213,12.0211,8.9127,4.47482,1.05371,3.92063,1.90209
0.114685,15.7755,17.8949,7.00563,1.12824,4.67458,8.23487
1.96852,12.4764,15.0141,5.85079,1.12961,3.08505,134.039
0.100729,13.8588,13.2889,5.50581,1.08849,4.71202,9.14019
0.109395,16.6437,18.1345,7.17985,1.15568,5.23923,1.9146
0.12339,15.4314,13.5663,5.66632,1.06559,5.81531,2.94338
0.425482,14.3542,17.1786,6.66282,1.13088,4.0269,14.6773
0.451032,9.45771,7.99103,3.72471,1.04082,2.56435,4.41235
0.23953,12.4721,13.1318,5.32066,1.11972,3.53194,18.9207
0.38171,9.62817,7.56739,3.64572,1.04581,2.74709,3.1366
0.11522,12.1121,10.237,4.58707,1.05443,4.12233,1.76206
0.101051,11.9626,11.1655,4.74006,1.05238,3.83609,1.93484
0.101548,17.792,20.9981,7.96806,1.12494,5.71041,12.9797
0.369689,13.1567,14.3619,5.6504,1.12555,3.93253,27.4398
0.0993034,14.2589,14.9599,6.09544,1.12446,4.13662,2.65352
0.103053,18.1943,19.29,7.55865,1.12445,6.48379,0.798937
0.137526,11.3273,9.02341,4.29568,1.0557,3.47068,7.53438
0.46128,10.2674,10.8078,4.51463,1.06167,2.53536,2.66905
0.195748,14.9343,20.3596,7.37206,1.1999,3.74598,2.66468
0.292273,14.4047,6.73308,3.65501,1.03549,7.29886,47.5967
1.17145,9.82226,7.11646,3.75725,1.03509,2.74724,222.425
0.704487,10.1213,10.6163,4.43183,1.04248,2.50405,3.34537
0.500279,12.1452,12.8461,5.30045,1.09158,3.38268,9.22546
0.0839438,13.696,7.93781,4.03523,1.04285,6.11729,10.3392
0.114218,15.4185,14.6607,5.9791,1.04487,5.77365,13.1596
0.150187,17.2984,10.9267,5.08096,1.03627,8.54335,2.34293
0.0880261,13.8345,15.7686,6.34259,1.04831,3.70098,1.57517
0.0966643,10.3443,6.7281,3.46755,1.04131,3.60667,5.55232
0.0964666,11.9146,10.3001,4.72458,1.02847,3.6594,13.9083
0.0816119,11.8187,8.24404,4.20733,1.02561,4.12142,2.05237
0.144651,13.21,15.6558,6.01334,1.13287,3.58647,2.09142
0.112735,14.2113,11.8387,5.18433,1.05584,5.14801,1.99781
0.102926,13.7192,16.6183,6.40602,1.14242,3.58446,2.26169
0.109807,13.6808,14.454,5.76915,1.09428,4.26328,6.57621
0.0949546,15.3948,18.6569,7.33134,1.16635,3.80954,1.42175
0.116687,20.6464,22.7794,8.70038,1.12971,7.69005,1.69685
0.323262,20.4178,19.7284,8.29233,1.11773,7.88856,11.582
0.123065,14.3207,15.342,6.07391,1.11463,4.29632,1.14065
0.548515,11.5977,13.1997,5.24783,1.12321,2.87548,3.35262
0.0881951,13.706,14.4775,6.12085,1.1352,3.44714,1.47389
0.0876183,16.0966,18.8872,7.37164,1.17547,4.48634,9.12268
0.0882119,11.9937,9.35575,4.22986,1.03639,4.35602,10.2645
2.36795,10.4795,7.87969,4.03965,1.03703,2.97758,37.7626
0.169321,15.9898,17.2986,7.29607,1.11796,4.53193,1.71887
0.122326,15.7051,19.487,7.48237,1.15703,4.42277,13.6798
0.0871596,15.5347,17.1332,6.90841,1.1513,4.40729,1.3588
0.0883133,15.8819,17.4252,7.04037,1.1541,4.63794,1.20037
0.556146,24.3511,32.74,11.9434,1.21608,8.01126,1.07566
0.0957105,13.6876,13.7895,5.79058,1.11886,3.98517,8.04055
0.417714,11.9352,12.8578,5.23664,1.08954,3.20492,4.23158
0.148068,14.501,17.8247,6.52208,1.16138,4.02636,1.51261
0.0990266,14.7334,16.3531,6.73998,1.15413,3.74373,1.44309
0.197312,13.1682,10.0954,4.83442,1.05016,4.63363,1.67098
0.0924217,10.5578,6.33026,3.59007,1.03827,3.44837,5.60118
0.0887795,16.0196,19.2088,7.41581,1.0781,4.6269,2.00879
0.0967966,10.8071,5.8835,3.36139,1.0229,4.10976,8.43673
0.343675,12.1796,15.9754,5.99531,1.09,2.82142,2.01377
0.0944314,13.2908,14.6227,5.90074,1.07372,3.90668,2.14742
0.0866141,15.2488,16.7191,6.94117,1.16472,3.99951,1.27128
0.0916178,9.87969,6.0625,3.29361,1.03686,3.36893,2.22836
0.212498,12.7911,15.2815,5.88212,1.09845,3.42679,16.291
0.644644,9.53495,8.49866,3.84807,1.05111,2.49397,4.59705
0.0848331,10.6301,7.36189,3.63678,1.05763,3.70466,3.20247
0.0977107,15.9976,17.6064,7.00731,1.14388,4.79126,1.57025
0.1052,13.9727,8.89046,4.37468,1.04479,5.98326,1.7676
0.11535,16.3708,18.987,7.48953,1.08487,4.83786,1.14821
0.138149,17.6776,25.3205,8.43229,1.19704,5.38301,3.91663
