Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.509226,34.4056,508.423,8,9,10.7083,25.27,0.157,15.86,0.361,8.884,460.73,13.475
0.200454,37.4076,329.078,7,9,14.6429,27.361,0.171,17.451,0.334,9.395,285.262,11.572
0.181174,41.6325,1734.45,8,9,8,19.052,0.135,12.061,0.285,6.565,1698.13,12.671
0.763812,37.1209,413.885,9,9,10.7407,25.629,0.158,15.961,0.418,9.082,368.142,14.72
0.475061,18.818,370.775,7,9,11.4762,23.189,0.125,15.615,0.382,7.061,331.678,11.542
0.578367,20.9565,385.567,7,9,8.64286,18.26,0.103,11.109,0.255,6.786,351.336,11.604
0.00381853,38.7002,304.333,7,9,3.2619,9.973,0.066,5.046,0.174,4.683,277.148,13.015
0.444783,30.8729,1280.31,7,9,10.9524,23.244,0.149,13.941,0.36,8.785,1240.96,11.334
0,21.1866,414.314,7,9,3.28571,8.004,0.056,5.606,0.13,2.209,389.716,12.508
0.312555,109.639,295.296,7,9,18.3333,35.689,0.246,21.703,0.461,13.262,243.215,11.163
0.619469,24.9384,776.253,10,9,17.2833,48.521,0.254,31.573,0.657,16.021,704.557,16.725
0.120528,22.4246,1286.88,7,9,5.30952,16.06,0.084,8.938,0.285,6.746,1253.27,13.185
0.224719,27.7538,387.726,7,9,5.19048,11.308,0.072,6.688,0.168,4.369,361.077,11.274
0.66016,21.3077,596.224,8,9,10.1458,24.064,0.143,14.445,0.369,9.099,554.518,12.851
0.745664,44.1711,825.619,8,9,16.5417,33.487,0.21,21.382,0.538,11.347,773.695,13.068
0.41533,17.4597,1098.17,7,9,8.64286,19.117,0.125,11.6,0.291,7.095,1061.8,12.896
0.1473,116.114,416.654,7,9,8.28571,18.436,0.116,11.085,0.263,6.965,382.359,11.481
0.7452,26.134,353.8,8,9,15.75,33.916,0.211,21.902,0.514,11.273,301.182,13.368
0.114502,101.59,344.759,7,9,10.0714,22.208,0.119,13.203,0.306,8.571,306.885,11.013
0.398343,28.5927,1873.06,10,9,26.45,64.54,0.415,47.681,0.9,15.527,1783.48,18.543
