Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.182131,605.338,6,10,0.2,142,0,14,2,119,94,304
0.259816,495.906,6,10,0.1,72,0,7,1,60,92,277
0.367748,598.222,6,10,0.2,144,0,15,1,121,92,297
0.374949,597.173,6,10,0.2,142,0,15,1,120,93,292
0.619041,592.865,6,10,0.2,143,0,14,1,121,91,293
0.331901,531.975,6,10,0.133333,96,0,11,1,81,91,283
0.673539,628.881,6,10,0.166667,125,0,16,1,103,93,345
0.358619,546.12,6,10,0.133333,101,0,12,2,82,91,291
0.628451,607.094,6,10,0.2,147,0,15,2,123,95,301
0.45806,590.228,6,10,0.133333,99,0,12,1,80,95,335
0.396509,651.895,6,10,0.166667,124,0,15,1,101,90,371
0.618592,617.796,6,10,0.166667,126,0,16,2,102,95,336
0.495914,612.594,6,10,0.133333,103,0,15,2,81,94,353
0.564876,604.187,6,10,0.2,149,0,15,1,124,92,296
0.101168,509.132,6,10,0.0666667,51,0,6,2,41,91,313
0.626921,622.015,6,10,0.166667,124,0,14,2,103,93,342
0.520234,585.219,6,10,0.133333,100,0,12,2,81,94,333
0.50143,608.477,6,10,0.166667,123,0,14,1,102,93,329
0.74785,676.552,6,10,0.2,150,0,17,2,123,99,360
0.254271,565.784,6,10,0.166667,124,0,15,3,104,96,282
0.721281,625.494,6,10,0.166667,127,0,16,0,104,98,334
0.568583,629.299,6,10,0.2,150,0,15,2,125,94,322
0.403343,611.1,6,10,0.2,145,0,13,2,123,98,304
0.526708,585.52,6,10,0.133333,99,0,12,1,81,92,332
0.463671,625.104,6,10,0.166667,123,0,11,2,103,93,345
0.46974,570.878,6,10,0.166667,125,0,13,2,103,97,289
0.554702,593.302,6,10,0.166667,122,0,13,2,101,92,308
0.522646,568.198,6,10,0.166667,123,0,11,1,104,96,287
0.218049,466.162,6,10,0.0666667,49,0,4,0,42,94,267
0.782578,657.829,6,10,0.2,151,0,16,2,125,97,343
0.37709,626.925,6,10,0.166667,125,0,16,2,102,98,336
0.395281,637.656,6,10,0.2,149,0,15,3,123,97,321
0.571944,585.624,6,10,0.166667,125,0,12,2,104,97,303
0,490.21,6,10,0.0333333,25,0,3,0,21,96,315
0.639666,591.512,6,10,0.166667,127,0,13,2,105,94,309
0.41381,648.153,6,10,0.2,149,0,17,1,124,94,334
0.356705,544.461,6,10,0.1,75,0,8,2,60,95,315
0.445772,610.156,6,10,0.166667,127,0,13,0,107,93,324
0.454104,603.566,6,10,0.133333,101,0,12,0,84,94,344
0.434201,512.64,6,10,0.1,77,0,9,3,63,93,284
0.597785,624.929,6,10,0.2,152,0,20,3,124,93,314
0.289317,537.978,6,10,0.133333,100,0,10,1,85,96,282
0.65218,686.811,6,10,0.2,156,0,20,2,128,95,374
0.295581,670.988,6,10,0.166667,127,0,16,0,103,97,379
0.369842,532.305,6,10,0.133333,99,0,10,1,83,98,274
0.475883,664.554,6,10,0.2,150,0,14,0,125,99,348
0.26197,571.29,6,10,0.166667,126,0,14,0,105,92,286
0.364408,582.615,6,10,0.166667,124,0,13,1,105,96,298
0.552994,602.896,6,10,0.133333,100,0,12,1,83,99,336
0.304981,623.19,6,10,0.2,151,0,16,2,125,97,307
0.26592,586.683,6,10,0.166667,124,0,13,2,103,98,292
0.39172,618.728,6,10,0.2,151,0,16,2,130,97,299
0.346829,601.084,6,10,0.0666667,50,0,6,0,41,115,373
0.0109544,525.641,6,10,0.0666667,50,0,6,1,42,100,317
0.307506,614.842,6,10,0.2,150,0,14,2,125,97,296
0.818143,647.708,6,10,0.2,150,0,16,1,127,99,325
0.252877,514.695,6,10,0.1,77,0,9,3,62,98,278
0.383688,575.337,6,10,0.133333,103,0,10,2,85,97,317
0.471091,613.968,6,10,0.166667,127,0,14,2,105,99,325
0.362746,598.268,6,10,0.1,79,0,10,3,62,97,363
0.684938,622.015,6,10,0.166667,127,0,13,2,106,100,331
0.550271,663.737,6,10,0.166667,126,0,15,1,104,103,368
0.527633,640.004,6,10,0.2,154,0,18,2,128,101,314
0.500628,615.319,6,10,0.166667,125,0,13,2,104,98,328
0.373421,602.109,6,10,0.166667,124,0,12,2,103,98,315
0.591591,636.078,6,10,0.166667,128,0,14,4,105,98,339
0.585887,661.956,6,10,0.2,151,0,17,0,125,96,350
0.325653,589.111,6,10,0.166667,124,0,12,1,104,97,304
0.521748,670.291,6,10,0.166667,127,0,14,0,107,98,376
0.838437,671.745,6,10,0.2,148,0,14,1,126,99,354
