Iteration,Cost,Cost reduction,time (ms)
0,4639.76,0.00139094,122.269
1,4601.17,0.00969548,209.315
2,4551.03,0.0204867,294.842
3,3612.99,0.222381,386.734
4,1339.19,0.711767,484.154
5,904.204,0.805389,587.624
6,809.502,0.825772,692.928
7,745.979,0.839444,799.164
8,745.979,0.839444,893.57
