Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.588282,30.2834,4521.95,6,55,2.59152,1573,1,688,54,822,2377,507
0.367208,43.5862,4152.13,6,55,2.60818,1351,1,634,44,667,2265,470
0.52466,32.7114,4508.83,6,55,3.12273,1594,2,872,44,671,2319,531
0.311414,50.3082,4483.19,6,55,3.69364,1625,1,894,45,679,2309,484
0.111706,68.8142,3532.45,6,55,0.766667,592,1,223,22,343,2383,490
0.230427,61.4201,4406.56,6,55,2.97273,1512,2,770,44,691,2308,510
0.500641,35.1915,4670.26,6,55,4.79939,1851,2,1099,44,700,2289,464
0.60433,28.6851,4968.68,6,55,4.3,1980,2,1222,44,705,2323,597
0.65686,25.9926,5063.25,6,55,4.13333,2119,3,1167,55,887,2297,574
0.288325,51.3652,3830.79,6,55,1.84545,1002,1,435,33,527,2324,441
0.589431,28.9532,6129.9,6,55,7.84485,3155,4,2011,67,1065,2306,598
0.580126,29.9839,5136.89,6,55,4.29576,2194,4,1132,55,993,2332,540
0.517514,35.7238,5497.81,6,55,4.96818,2478,3,1451,55,961,2327,620
0.655424,24.1253,7092.83,6,55,10.1952,4093,7,3046,58,974,2337,590
0.325575,45.6121,5497.74,6,55,6.14121,2523,6,1679,46,786,2369,534
0.670613,24.3681,6819.81,6,55,8.44697,3842,5,2604,68,1154,2304,603
0.357282,43.2119,5011.99,6,55,3.69576,2063,2,1032,56,963,2346,531
0.45399,37.9892,4717.52,6,55,2.31667,1693,1,682,55,948,2422,534
0.585541,29.9789,4749.28,6,55,3.72697,1846,2,1031,45,759,2340,497
0.369912,43.9083,4359.11,6,55,3.08333,1442,2,818,33,583,2367,486
0.49999,35.5865,5349.96,6,55,3.95606,2398,1,1174,67,1142,2297,583
0.140666,59.8739,3819.68,6,55,1.18333,748,1,340,22,382,2494,505
0.28595,48.5606,3843.89,6,55,1.08333,914,1,321,33,554,2358,506
0,66.7745,3246.95,6,55,0.45,296,1,107,11,176,2399,494
0.557473,29.1364,4178.13,6,55,1.69939,1270,1,458,44,759,2324,516
0.367914,44.8078,4013.6,6,55,1.34545,992,1,388,33,564,2383,573
0.306937,48.7093,4134.47,6,55,2.02909,1143,2,534,33,568,2414,514
0.313241,50.6272,3968.49,6,55,1.65394,1085,1,480,33,564,2371,446
0.682311,20.8388,5853.47,6,55,6.24455,2969,4,1745,66,1145,2289,525
0.318037,50.7101,4427.16,6,55,2.94576,1432,3,810,34,580,2441,481
0.391669,44.3396,4758.56,6,55,3.89515,1886,3,1071,44,764,2296,512
0.286159,53.8024,4126.11,6,55,1.71242,1133,2,517,33,576,2363,555
0.315042,53.6847,4665.68,6,55,2.88333,1688,3,881,44,755,2357,551
0.380486,38.1722,4434.74,6,55,1.99788,1547,1,522,55,957,2306,515
0.253371,53.5033,4217.54,6,55,2.2,1257,2,661,33,557,2404,485
0.510872,33.9567,5469.69,6,55,4.4,2492,3,1255,66,1157,2309,597
0.489809,37.3287,5780.01,6,55,6.12636,2859,2,1617,66,1162,2317,535
0.650172,25.6399,5203.2,6,55,4.43727,2109,3,1291,44,764,2391,635
0.640497,26.0043,6272.88,6,55,7.33909,3192,6,2157,55,966,2302,705
0.394843,44.8983,4996.6,6,55,3.96455,2062,2,1030,56,965,2324,539
0.253983,55.6178,3949.62,6,55,1.05,880,1,286,34,555,2504,503
