1.693e-09,-0.0364412,-0.0129869,0.00347979,0.000500441,-0.000522324,-3.59181e-05,0.484621,0.138248,0.224913,0.188814,-0.000139631,-0.0187244,0.00235605,1.58019e-08,0.072575,0.0395799,0.00337421,-0.000724121,-0.000385443,6.59557e-05,0.138069,0.61011,0.224422,-0.047303,-0.0183569,0.00578225,-0.00226025,1.16118e-07,0.0266743,-0.0222362,-0.0137365,0.00157178,0.00111656,-3.08487e-05,0.224954,0.224523,0.378367,-0.113114,0.010743,-0.0348529,0.00243675,-3.18091e-07,0.0416173,0.01283,0.0306851,0.00261839,0.00172667,-6.1587e-05,0.188601,-0.0469639,-0.112857,0.594811,-0.0266415,-0.0241618,0.000226856,-4.32055e-07,-0.0013296,0.00806355,0.00861046,0.0261817,0.0482083,-0.000958082,-0.00134172,-0.18343,0.107693,-0.267121,0.312725,-0.0355948,0.0397212,4.82384e-07,-0.0137664,-0.0248572,0.0604873,0.0346079,0.0209308,0.000994188,-0.186991,0.0574111,-0.348623,-0.241168,-0.0357548,0.419047,-0.00199742,2.06197e-08,0.00498797,0.0019592,0.00162345,-0.00217088,-0.00198088,-0.00111924,0.0235797,-0.0226327,0.024128,0.00298126,0.0398194,-0.00211283,0.065011,
1.48346e-09,-0.0567869,-0.0149421,-0.00392607,0.00260968,0.001849,-6.92933e-05,0.484632,0.138274,0.224922,0.18879,-0.000129071,-0.0186994,0.00235583,1.38254e-08,0.07772,0.053871,0.0132566,-0.00118476,-0.00149181,7.57479e-05,0.138045,0.610087,0.224433,-0.0473198,-0.0183511,0.00577805,-0.0022605,1.01605e-07,0.0348778,-0.0314342,-0.0182621,0.005575,0.00288788,-8.37711e-05,0.224929,0.22445,0.37834,-0.113087,0.0107762,-0.0348352,0.00243329,-2.7833e-07,0.0524418,0.00925719,0.0333388,0.00105641,0.00150763,7.19626e-05,0.188614,-0.0469185,-0.112844,0.594777,-0.0266939,-0.0241856,0.000236853,-3.78045e-07,-0.00238215,0.0156772,0.0147667,0.0375282,0.0790423,-0.000927559,-0.00144198,-0.183502,0.1075,-0.266962,0.31271,-0.035556,0.0397405,4.22064e-07,-0.0203348,-0.0262005,0.0532449,0.0628888,0.027988,0.00018921,-0.187059,0.0575539,-0.348666,-0.241053,-0.0357395,0.419056,-0.00202174,1.8045e-08,0.00599059,0.00247875,0.00285087,-0.00353962,-0.00348673,-0.00202394,0.0235875,-0.0226287,0.0241434,0.00295384,0.0398148,-0.00209756,0.0650104,
1.1145e-09,-0.0928653,-0.0184778,-0.0156189,0.00540906,0.00429942,-0.000108305,0.484663,0.138318,0.224937,0.188746,-0.000114266,-0.0186659,0.00235562,1.03676e-08,0.0871995,0.0769038,0.0307517,-0.00204644,-0.00315382,9.92334e-05,0.138001,0.610044,0.224465,-0.0473616,-0.0183423,0.00577172,-0.00226036,7.62059e-08,0.0501915,-0.0470382,-0.0265129,0.0103828,0.00499045,-0.000152116,0.224871,0.224305,0.37827,-0.113025,0.0108225,-0.0348095,0.0024281,-2.08747e-07,0.0677829,0.00315223,0.0370259,0.00101456,0.00183425,0.000199441,0.188652,-0.0468577,-0.112822,0.594749,-0.0267664,-0.0242247,0.000251095,-2.83534e-07,-0.00313996,0.0287073,0.024974,0.0557917,0.125938,-0.00128251,-0.00168518,-0.183661,0.107022,-0.266521,0.31267,-0.0355098,0.0397674,3.16524e-07,-0.0329882,-0.0285579,0.0410698,0.107226,0.0343215,-0.000580525,-0.187268,0.0578581,-0.348837,-0.240699,-0.0357228,0.419044,-0.00206304,1.35344e-08,0.00768467,0.00336808,0.00481652,-0.0056865,-0.00625307,-0.00334984,0.0236081,-0.0226151,0.024185,0.00287304,0.0397991,-0.00206897,0.0650103,
8.37612e-10,-0.117607,-0.020954,-0.0222766,0.00642284,0.00437927,-0.000116247,0.484696,0.138345,0.224943,0.188717,-0.000111748,-0.0186629,0.00235586,7.77492e-09,0.094063,0.0902251,0.0431787,-0.00277673,-0.00403655,0.000117144,0.137969,0.610016,0.224515,-0.0474166,-0.0183409,0.00576862,-0.00225905,5.71557e-08,0.061463,-0.0569347,-0.0325407,0.0115241,0.00521522,-0.000170419,0.224795,0.224178,0.378158,-0.11295,0.0108321,-0.0348088,0.00242606,-1.56561e-07,0.0743882,-0.00153922,0.0385068,0.00334748,0.0032525,0.000171296,0.188718,-0.0468578,-0.112802,0.594794,-0.0267849,-0.0242319,0.00025502,-2.12658e-07,-0.00254418,0.0373153,0.031449,0.06686,0.150664,-0.00191541,-0.00199932,-0.183849,0.106377,-0.265847,0.312615,-0.0355173,0.0397742,2.37373e-07,-0.0427127,-0.0301877,0.0326869,0.132108,0.0330829,-0.000629637,-0.187616,0.0581758,-0.349177,-0.24009,-0.0357312,0.418982,-0.00209134,1.01474e-08,0.00876078,0.00391091,0.00600947,-0.00691236,-0.00843575,-0.00400611,0.0236323,-0.0225931,0.0242407,0.00274421,0.0397731,-0.00204402,0.065012,
6.28556e-10,-0.131323,-0.0223026,-0.0258289,0.00685418,0.00429069,-0.000118039,0.484715,0.138361,0.224931,0.188706,-0.000120104,-0.0186853,0.00235656,5.83145e-09,0.0979458,0.0968542,0.0509359,-0.00332665,-0.00452477,0.000122255,0.137957,0.610013,0.224577,-0.0474773,-0.0183485,0.00576745,-0.0022568,4.28665e-08,0.067855,-0.0620955,-0.0362129,0.0119003,0.00489927,-0.000171145,0.224699,0.224086,0.378004,-0.112874,0.0108112,-0.0348369,0.00242655,-1.17421e-07,0.0772244,-0.00535715,0.039089,0.00468419,0.00483581,0.000126037,0.188804,-0.0469092,-0.112781,0.594896,-0.0267638,-0.0241942,0.000250852,-1.59496e-07,-0.00199658,0.042232,0.0352205,0.0733693,0.163404,-0.00231896,-0.00235538,-0.184059,0.105614,-0.264983,0.312546,-0.0355636,0.0397658,1.78028e-07,-0.0483692,-0.0311379,0.026945,0.14523,0.0321153,-0.000772332,-0.188088,0.0584737,-0.349669,-0.239242,-0.0357606,0.41888,-0.00210954,7.60914e-09,0.00933819,0.0041426,0.00672698,-0.00759131,-0.00992024,-0.00434746,0.0236541,-0.0225666,0.0243015,0.0025765,0.0397407,-0.00202258,0.0650153,
4.70029e-10,-0.138076,-0.0229219,-0.0275022,0.00696901,0.00409494,-0.000115593,0.484709,0.138378,0.224897,0.188714,-0.00013677,-0.0187282,0.00235769,4.37367e-09,0.0999125,0.0995147,0.0555186,-0.00367165,-0.0047449,0.000122771,0.137962,0.610034,0.224647,-0.0475369,-0.0183638,0.00576758,-0.00225384,3.21489e-08,0.0710888,-0.0643725,-0.0383387,0.0118661,0.00451647,-0.000165499,0.224583,0.224027,0.377813,-0.112796,0.0107668,-0.034888,0.00242896,-8.80658e-08,0.0780489,-0.00814226,0.0392163,0.0055178,0.00598261,8.58167e-05,0.188903,-0.0469924,-0.112764,0.595043,-0.0267116,-0.0241192,0.000240527,-1.19623e-07,-0.00158109,0.0447508,0.0372357,0.0769563,0.168946,-0.00255882,-0.00273004,-0.18429,0.104771,-0.263972,0.312466,-0.0356375,0.0397455,1.33538e-07,-0.0513577,-0.0316088,0.0232445,0.151182,0.0313861,-0.000854972,-0.18866,0.0587403,-0.350281,-0.238199,-0.0358079,0.418748,-0.00212019,5.70824e-09,0.00960838,0.00419947,0.00712828,-0.00792068,-0.0107593,-0.00448444,0.0236743,-0.0225367,0.0243654,0.00237958,0.0397037,-0.00200439,0.0650197,
3.52869e-10,-0.140581,-0.0230842,-0.0280789,0.00692796,0.00387918,-0.000111092,0.484671,0.138404,0.224844,0.18874,-0.000159183,-0.0187868,0.0023592,3.27913e-09,0.100691,0.0999378,0.0579156,-0.0038586,-0.00480435,0.000121344,0.137986,0.610077,0.224722,-0.0475923,-0.0183851,0.00576856,-0.00225035,2.41122e-08,0.0723526,-0.0649844,-0.0394541,0.0116604,0.00420068,-0.000158032,0.224454,0.223997,0.377589,-0.112718,0.0107054,-0.0349554,0.00243279,-6.60497e-08,0.0778497,-0.00995077,0.0391322,0.0060015,0.0066781,5.60363e-05,0.189008,-0.0470921,-0.112749,0.595225,-0.0266361,-0.024017,0.000225616,-8.97189e-08,-0.00130139,0.0457717,0.0381339,0.0786853,0.170362,-0.00268285,-0.00310915,-0.184542,0.103875,-0.262847,0.31238,-0.0357302,0.0397163,1.00153e-07,-0.0526631,-0.0317512,0.0210456,0.15296,0.0309298,-0.000883993,-0.189314,0.0589738,-0.350986,-0.237002,-0.03587,0.418594,-0.00212552,4.28326e-09,0.00969524,0.00416609,0.00732481,-0.008036,-0.0111431,-0.00450319,0.0236945,-0.0225037,0.0244319,0.00216119,0.0396629,-0.0019888,0.0650251,
2.64652e-10,-0.140614,-0.0230017,-0.0280108,0.00680569,0.00366872,-0.000105795,0.484597,0.138444,0.224775,0.188777,-0.000185482,-0.0188576,0.00236103,2.45904e-09,0.100773,0.0991657,0.0588441,-0.00394379,-0.0047738,0.000118949,0.138026,0.610137,0.224798,-0.0476421,-0.018411,0.00577013,-0.00224646,1.80842e-08,0.0724541,-0.0646786,-0.0399024,0.0113746,0.00394655,-0.000150142,0.224314,0.22399,0.377338,-0.112642,0.0106318,-0.0350345,0.00243766,-4.95374e-08,0.0771239,-0.0109835,0.0389457,0.00626094,0.00707567,3.39704e-05,0.189114,-0.0471973,-0.112734,0.595435,-0.0265428,-0.0238949,0.00020729,-6.72892e-08,-0.00111797,0.0459079,0.0383138,0.0792256,0.169433,-0.00273635,-0.00348416,-0.184813,0.102943,-0.261633,0.312288,-0.0358359,0.0396803,7.51131e-08,-0.0529687,-0.0316914,0.0198853,0.152349,0.0306242,-0.000882612,-0.190034,0.0591765,-0.351759,-0.235681,-0.035944,0.418422,-0.0021271,3.21453e-09,0.0096767,0.00409124,0.00738883,-0.00802392,-0.011255,-0.00445709,0.0237154,-0.0224679,0.0245006,0.00192708,0.0396192,-0.00197533,0.0650312,
1.99356e-10,-0.139321,-0.0228323,-0.0275719,0.00664875,0.00348002,-0.000100447,0.484488,0.138499,0.224694,0.188823,-0.000214285,-0.0189378,0.00236312,1.84406e-09,0.100478,0.0978423,0.0588082,-0.00396399,-0.00469717,0.000116169,0.138081,0.610211,0.224875,-0.0476854,-0.0184404,0.00577209,-0.00224227,1.35639e-08,0.0719221,-0.0639123,-0.0398943,0.0110656,0.00374967,-0.000142619,0.224168,0.224002,0.377063,-0.112568,0.0105495,-0.0351219,0.00244327,-3.71533e-08,0.076155,-0.0114508,0.0387121,0.00637486,0.00727275,1.79356e-05,0.189218,-0.0473004,-0.112718,0.595667,-0.0264361,-0.0237582,0.000186432,-5.04669e-08,-0.000995409,0.0455684,0.0380343,0.0790281,0.167269,-0.00274654,-0.00385003,-0.185102,0.101988,-0.260351,0.312193,-0.0359504,0.0396391,5.63237e-08,-0.0527269,-0.0315264,0.0194201,0.150458,0.0303988,-0.000865582,-0.190808,0.0593519,-0.352585,-0.234261,-0.0360274,0.418238,-0.00212605,2.41159e-09,0.00960232,0.00400342,0.00736805,-0.00794105,-0.0112073,-0.00437901,0.0237375,-0.0224297,0.0245707,0.00168152,0.0395733,-0.00196357,0.0650379,
1.49344e-10,-0.137418,-0.022671,-0.0269331,0.00648416,0.00332009,-9.54533e-05,0.484345,0.13857,0.224605,0.188874,-0.000244579,-0.019025,0.00236543,1.38366e-09,0.100006,0.0963485,0.0581591,-0.00394458,-0.00460134,0.000113324,0.138149,0.610295,0.224951,-0.0477221,-0.0184726,0.00577433,-0.00223786,1.01726e-08,0.0710894,-0.0629601,-0.0395755,0.0107647,0.0036014,-0.000135817,0.224018,0.224028,0.376769,-0.112497,0.010461,-0.0352148,0.0024494,-2.78648e-08,0.0751054,-0.0115253,0.0384615,0.00639598,0.00734025,6.4628e-06,0.189319,-0.047397,-0.112699,0.595919,-0.0263193,-0.0236107,0.000163706,-3.78495e-08,-0.000908087,0.0450114,0.0374688,0.0783938,0.164551,-0.00273124,-0.00420401,-0.185408,0.101017,-0.259014,0.312095,-0.0360707,0.039594,4.22407e-08,-0.0522236,-0.0313187,0.0194031,0.14797,0.0302107,-0.00084254,-0.191627,0.0595038,-0.353448,-0.232763,-0.0361181,0.418046,-0.00212321,1.80869e-09,0.00950272,0.00391819,0.00729472,-0.00782334,-0.0110728,-0.00428883,0.0237607,-0.0223894,0.0246417,0.00142769,0.0395255,-0.00195321,0.0650451,
