Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.351943,86.9502,207.756,1,13,1.94872,38.93,1.751,7.793,1.737,27.646,70.252,49.181
0.946589,3.19107,179.523,1,13,1.43077,38.923,1.773,5.778,2.349,29.019,49.563,42.204
0.92716,3.85242,164.836,1,13,1.96923,37.475,1.496,7.268,1.694,27.013,41.737,34.469
0.843086,19.6389,158.799,1,13,0.933333,32.938,1.824,4.194,1.147,25.767,41.595,37.942
0,61.728,361.009,1,13,1.64615,35.725,1.464,6.288,1.254,26.716,245.653,36.271
0.185356,53.0652,148.523,1,13,1.53846,34.54,1.457,6.048,1.2,25.831,31.753,36.797
0.789774,31.9953,159.955,1,13,1.2,32.058,1.342,4.802,1.351,24.56,46.233,37.427
0.896745,9.93208,170.574,1,13,1.64615,33.569,1.384,5.98,1.316,24.886,55.837,36.254
0.57002,56.1199,179.184,1,13,1.34359,33.512,1.308,5.749,1.493,24.959,55.846,43.504
0.343539,67.6093,146.168,1,13,3.47179,43.744,1.5,15.037,1.261,25.944,14.49,41.985
0.61884,65.5307,148.639,1,13,4.30769,42.404,1.427,13.654,1.223,26.097,14.317,42.118
0.913434,12.3029,173.719,1,13,4.27179,43.499,1.458,13.022,1.313,27.701,44.098,38.833
0.616593,56.144,191.052,1,13,1.46667,41.484,1.695,6.835,2.469,30.481,57.957,42.985
0.958152,5.73783,192.199,1,13,1.73333,43.927,1.995,9.225,1.788,30.914,64.944,36.77
0.836947,21.3484,174.117,1,13,1.57436,36.025,1.549,6.949,2.044,25.481,48.772,37.894
0.15985,70.2083,154.952,1,13,1.44103,35.807,1.48,6.03,2.795,25.497,30.985,39.31
0,151.157,387.966,1,13,1.53846,40.33,1.662,6.8,1.805,30.059,263.293,35.745
0.201625,118.257,187.071,1,13,1.50256,38.5,1.652,6.372,3.03,27.441,63.848,38.72
