Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.011080043367094339,7.608175224709006,1.123992681503296,2,100.0
1,0.01093730276977889,7.668289572149117,1.1404623985290527,2,100.0
2,0.010796331244953494,7.728701519589228,1.1198079586029053,2,100.0
3,0.010657104356242342,7.78941106702934,1.1273596286773682,2,100.0
4,0.010519598015242715,7.8504182144694505,1.1269431114196777,2,100.0
5,0.01038378847737531,7.911722961909562,1.1435596942901611,2,100.0
6,0.011224577825387438,7.548358477268895,1.1221346855163574,2,100.0
7,0.011370931289388597,7.488839329828781,1.1400628089904785,2,100.0
8,0.011519129264183303,7.42961778238867,1.149996042251587,2,100.0
9,0.011669197619308624,7.370693834948559,1.1292445659637451,2,100.0
10,0.010249652337732562,7.973325309349672,1.1186795234680176,2,100.0
11,0.010117166526925514,8.035225256789785,1.122816562652588,2,100.0
12,0.009986308306936253,8.097422804229897,1.1238505840301514,2,100.0
13,0.009857055266970005,8.159917951670007,1.1479544639587402,2,100.0
14,0.009729385319323103,8.222710699110118,1.142256498336792,2,100.0
15,0.011821162592822287,7.312067487508448,1.1275057792663574,2,100.0
16,0.011975050795343223,7.253738740068336,1.138498306274414,2,100.0
17,0.01213088921405936,7.195707592628224,1.1426310539245605,2,100.0
18,0.01228870521669434,7.137974045188114,1.1189541816711426,2,100.0
19,0.012448526555430384,7.080538097748001,1.1257929801940918,2,100.0
