Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.974531,8.97011,89.443,7,2,57.1429,10.13,0.061,6.631,0,3.43,62.01,10.806
0.955225,1.12677,177.784,10,2,60,15.093,0.092,9.649,0,5.343,140.366,14.359
0.960121,0.86344,147.567,10,2,60,15.453,0.1,10.002,0,5.338,108.809,14.808
0.868995,1.63966,66.638,7,2,57.1429,9.561,0.056,6.167,0,3.332,42.025,9.691
0.831384,0.67309,121.165,7,2,71.4286,12.45,0.085,8.028,0,4.328,89.212,12.247
0.998735,0.278425,173.478,8,2,50,9.823,0.06,6.265,0,3.488,146.562,11.169
0.732333,414.028,130.421,7,2,71.4286,12.259,0.072,7.878,0,4.301,102.798,9.696
0.973156,1.48793,112.623,10,2,80,19.116,0.113,12.305,0,6.688,72.365,13.64
0.747731,282.414,128.002,10,2,60,15.214,0.09,9.819,0,5.295,91.468,13.828
0.988705,8.94051,129.167,8,2,62.5,11.986,0.075,7.728,0,4.175,99.816,11.128
0.625097,529.914,151.691,8,2,50,10.068,0.064,6.46,0,3.535,123.615,11.67
0.851032,2.26603,108.988,8,2,62.5,14.411,0.106,9.273,0,5.02,69.037,16.112
0.93018,0.0218608,112.081,10,2,80,32.607,0.214,21.351,0,11.022,47.149,18.041
0.859925,0.321966,178.695,10,2,70,39.447,0.143,22.698,0,16.59,111.104,16.554
0.946243,69.7917,167.801,7,2,57.1429,25.718,0.135,18.421,0,7.151,113.513,16.482
0.767813,331.625,162.521,8,2,62.5,15.628,0.081,10.326,0,5.208,127.111,11.964
0.773816,1.18181,76.994,7,2,57.1429,12.668,0.07,7.412,0,5.176,48.331,9.955
0.962102,0.61274,157.328,10,2,70,25.768,0.119,16.199,0,9.435,106.172,15.766
0.968564,16.4067,152.968,10,2,80,31.392,0.158,20.816,0,10.397,91.735,17.52
0.916873,62.1271,107.932,7,2,71.4286,19.282,0.108,12.338,0.001,6.821,69.875,10.866
0.994357,8.13212,213.209,7,2,71.4286,19.438,0.102,11.865,0,7.457,173.213,12.194
0.977841,6.51168,124.514,7,2,57.1429,15.115,0.084,9.605,0,5.414,88.132,12.686
0.918637,3.47059,177.124,7,2,57.1429,13.446,0.07,8.764,0,4.606,145.966,10.578
0.998348,0.638164,178.535,10,2,70,25.592,0.145,15.812,0,9.621,116.363,23.082
0.993982,1.12815,97.446,8,2,62.5,17.088,0.095,10.775,0,6.205,60.899,11.99
0.976691,4.3164,147.711,7,2,71.4286,16.763,0.096,10.988,0,5.668,112.464,10.776
