Iteration,Cost,Cost reduction,time (ms)
0,31.2212,0.16412,267.259
1,27.1409,0.273362,501.319
2,24.2529,0.350682,742.742
3,20.587,0.448828,977.801
4,20.4091,0.453592,1226.68
5,12.8952,0.65476,1469.95
