Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.910754,44.787,6,2,0.133333,8,0,0,0,4,2,21
0.823499,50.358,6,2,0.166667,10,0,0,0,6,1,25
0.666028,52.189,6,2,0.166667,10,0,0,0,6,1,27
0.765416,53.698,6,2,0.2,12,0,0,0,6,0,24
0,34.954,6,2,0.0333333,2,0,0,0,1,5,18
0.971587,57.609,6,2,0.2,14,0,1,0,7,0,28
0.805547,42.717,6,2,0.0666667,4,0,0,0,2,4,25
0,39.462,6,2,0.0333333,2,0,0,0,2,3,23
0.793048,49.501,6,2,0.166667,10,0,0,0,5,1,24
0.747679,42.056,6,2,0.1,6,0,0,0,3,3,21
0.834674,47.827,6,2,0.0666667,4,0,0,0,3,5,26
0.806846,55.673,6,2,0.2,13,0,1,0,7,1,25
0.864176,54.644,6,2,0.2,14,0,2,0,8,0,24
0,35.797,6,2,0.0333333,2,0,0,0,1,5,18
0.973343,51.264,6,2,0.166667,10,0,0,0,5,2,26
0.857045,55.975,6,2,0.2,13,0,1,0,7,1,27
0.933353,53.677,6,2,0.2,12,0,0,0,6,1,26
0,35.327,6,2,0.0333333,2,0,0,0,1,4,19
0.905855,52.161,6,2,0.133333,10,0,1,0,5,3,25
0.842575,57.165,6,2,0.2,13,0,0,0,7,0,28
0.00485906,43.193,6,2,0.1,6,0,0,0,4,3,21
0.925656,42.026,6,2,0.1,6,0,0,0,3,1,20
0.977621,55.669,6,2,0.2,12,0,0,0,7,0,26
0.971219,55.389,6,2,0.2,12,0,0,0,7,1,25
0.889768,52.75,6,2,0.166667,11,0,0,0,7,1,26
0.915253,52.692,6,2,0.2,12,0,1,0,6,0,24
0.864122,54.268,6,2,0.2,12,0,0,0,6,3,25
0.590641,41.081,6,2,0.0666667,4,0,0,0,3,3,21
0.725074,50.981,6,2,0.166667,11,0,0,0,6,3,24
0.904398,42.562,6,2,0.1,6,0,0,0,3,2,22
0.244659,43.165,6,2,0.1,6,0,0,0,3,2,23
0.875705,49.533,6,2,0.133333,9,0,1,0,5,2,26
0.579836,45.712,6,2,0.1,7,0,0,0,5,4,25
0.128294,38,6,2,0.0666667,4,0,0,0,2,3,19
