Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.927655,60.704,6,2,0.133333,11,0,2,0,8,6,29
0.810398,48.256,6,2,0.166667,10,0,1,0,5,1,22
0.82136,52.241,6,2,0.2,12,0,0,0,6,0,24
0,36.144,6,2,0.0333333,2,0,0,0,1,3,18
0.769925,59.477,6,2,0.2,12,0,1,0,7,0,30
0.973814,48.824,6,2,0.133333,8,0,0,0,6,0,26
0.944756,52.673,6,2,0.2,12,0,1,0,7,0,24
0.816143,42.098,6,2,0.1,6,0,0,0,3,3,21
0.910405,49.152,6,2,0.1,8,0,0,0,5,2,25
0.78688,60.572,6,2,0.2,14,0,2,0,8,0,30
0.724379,49.674,6,2,0.166667,10,0,0,0,5,1,23
0.607347,39.916,6,2,0.0666667,4,0,0,0,2,4,20
0.893801,56.643,6,2,0.2,15,0,1,0,9,0,26
0.779598,56.319,6,2,0.2,12,0,1,0,7,2,26
0.678744,42.517,6,2,0.1,6,0,0,0,3,3,20
0.738231,49.946,6,2,0.133333,8,0,0,0,4,2,25
0.741968,55.754,6,2,0.2,13,0,1,0,7,1,26
0.848138,47.829,6,2,0.133333,8,0,0,0,4,3,23
0.624977,41.296,6,2,0.0666667,5,0,1,0,2,3,22
0.526753,39.342,6,2,0.0666667,4,0,1,0,2,1,21
0.853314,50.192,6,2,0.166667,11,0,0,0,7,1,23
0.939011,49.955,6,2,0.133333,10,0,1,0,5,2,25
0,38.312,6,2,0.0333333,2,0,0,0,1,4,22
0.979717,53.222,6,2,0.2,12,0,1,0,7,0,25
0.859587,49.82,6,2,0.166667,10,0,0,0,5,2,24
0.454107,44.046,6,2,0.0666667,4,0,0,0,2,4,25
0.760433,45.249,6,2,0.1,6,0,0,0,4,4,22
0.990699,48.453,6,2,0.166667,10,0,0,0,5,1,22
0.808064,46.587,6,2,0.133333,8,0,0,0,4,2,23
0.93287,45.044,6,2,0.1,6,0,0,0,5,2,24
0.611846,47.386,6,2,0.1,7,0,0,0,4,2,26
0.854517,49.407,6,2,0.166667,10,0,0,0,6,1,23
0.949093,44.049,6,2,0.133333,8,0,0,0,4,1,21
0.466146,41.825,6,2,0.0666667,4,0,0,0,2,4,22
0.803771,47.979,6,2,0.133333,9,0,1,0,6,2,24
0.7717,53.448,6,2,0.2,12,0,0,0,6,0,25
0.737726,41.074,6,2,0.1,6,0,0,0,3,3,20
0.728259,42.879,6,2,0.1,6,0,0,0,3,2,23
0.95483,51.825,6,2,0.166667,10,0,0,0,7,1,26
0.156324,46.746,6,2,0.1,7,0,1,0,5,4,25
0.80016,41.298,6,2,0.1,6,0,0,0,3,3,21
0.746592,42.043,6,2,0.1,6,0,0,0,3,3,21
0.0148906,41.942,6,2,0.0666667,4,0,0,0,3,2,23
0.653127,49.977,6,2,0.166667,10,0,0,0,5,1,23
0.505218,39.836,6,2,0.0666667,4,0,0,0,2,5,21
0.779384,41.592,6,2,0.1,6,0,1,0,3,3,20
0.880758,45.77,6,2,0.133333,8,0,0,0,4,2,23
0.243869,42.631,6,2,0.0666667,4,0,0,0,3,5,24
0,37.666,6,2,0.0333333,3,0,1,0,2,4,22
0.923199,47.532,6,2,0.166667,10,0,0,0,5,0,23
0.895964,42.238,6,2,0.1,6,0,0,0,3,2,23
0.868257,50.134,6,2,0.133333,8,0,0,0,4,3,26
0.97369,56.72,6,2,0.2,13,0,0,0,8,0,27
0.72931,48.787,6,2,0.166667,10,0,0,0,5,1,23
0,35.428,6,2,0.0333333,2,0,0,0,1,3,20
0.809153,54.279,6,2,0.2,13,0,1,0,7,0,26
0.887777,55.557,6,2,0.2,13,0,0,0,8,2,26
0.956581,49.576,6,2,0.166667,10,0,0,0,6,0,24
0.899821,39.822,6,2,0.0666667,4,0,0,0,2,4,21
0.789742,47.615,6,2,0.133333,9,0,1,0,5,2,24
0.766187,50.185,6,2,0.133333,9,0,0,0,7,1,27
0.944702,48.168,6,2,0.133333,8,0,0,0,5,2,24
0.926793,48.055,6,2,0.166667,10,0,0,0,5,0,22
0.812372,55.789,6,2,0.2,12,0,0,0,7,0,26
0.797637,53.766,6,2,0.166667,10,0,0,0,7,2,26
0.857409,49.766,6,2,0.166667,10,0,1,0,5,1,24
